,west,east,south,north,central,national
752,[70.91212463378906],[76.40005493164062],[76.15306854248047],[64.8485336303711],[73.89778137207031],[70.0164566040039]
753,[71.92677307128906],[76.11538696289062],[75.94084930419922],[64.81787872314453],[72.64718627929688],[72.27252197265625]
754,[71.9373779296875],[77.12102508544922],[76.96442413330078],[64.72235107421875],[73.8582763671875],[73.23780822753906]
755,[71.91364288330078],[78.22956085205078],[77.98526000976562],[65.82984161376953],[73.8826675415039],[74.25416564941406]
756,[72.94541931152344],[79.33548736572266],[79.12499237060547],[65.80011749267578],[75.00875854492188],[76.4157485961914]
757,[72.94725036621094],[80.34344482421875],[80.11625671386719],[66.92194366455078],[74.93977355957031],[77.28984069824219]
758,[72.93242645263672],[80.11796569824219],[79.88732147216797],[66.78294372558594],[74.88900756835938],[78.176513671875]
759,[72.92063903808594],[81.13162231445312],[80.91561126708984],[66.68323516845703],[75.95024108886719],[77.702880859375]
760,[73.96221923828125],[80.99378967285156],[80.71199035644531],[65.37543487548828],[75.93194580078125],[77.47102355957031]
761,[73.96577453613281],[80.8703384399414],[80.67786407470703],[66.61186981201172],[75.88075256347656],[76.0340576171875]
762,[73.95256042480469],[80.73824310302734],[80.51508331298828],[67.8961181640625],[75.80992126464844],[74.84113311767578]
763,[73.94287109375],[80.73824310302734],[80.51508331298828],[67.87981414794922],[73.39614868164062],[75.04666137695312]
764,[73.94287109375],[79.4501953125],[79.31004333496094],[67.66442108154297],[72.29259490966797],[73.97015380859375]
765,[73.94287109375],[79.48939514160156],[79.34397888183594],[70.01400756835938],[72.52378845214844],[74.19954681396484]
766,[73.94287872314453],[79.61332702636719],[79.37211608886719],[68.72624969482422],[73.90775299072266],[74.29886627197266]
767,[72.84840393066406],[78.4647216796875],[78.33242797851562],[67.33711242675781],[72.79942321777344],[74.42423248291016]
768,[71.74539184570312],[77.22908782958984],[77.18180084228516],[66.08657836914062],[70.35330200195312],[74.42422485351562]
769,[71.8304443359375],[74.88031768798828],[74.92942810058594],[66.28852081298828],[67.96590423583984],[75.7363510131836]
770,[70.7674560546875],[73.95292663574219],[75.11457061767578],[66.47318267822266],[65.89371490478516],[75.62415313720703]
771,[70.83171081542969],[73.08423614501953],[75.30384063720703],[66.57599639892578],[63.934444427490234],[75.52464294433594]
772,[70.86347961425781],[72.22159576416016],[73.2595443725586],[66.57599639892578],[64.46601104736328],[72.80018615722656]
773,[69.77793884277344],[71.24617004394531],[73.30560302734375],[66.57599639892578],[63.58802795410156],[73.00688934326172]
774,[68.67386627197266],[71.4939193725586],[73.35070037841797],[66.57599639892578],[62.62047576904297],[73.20338439941406]
775,[68.76622009277344],[71.70763397216797],[73.64735412597656],[66.57599639892578],[62.74362564086914],[73.45108032226562]
776,[67.70298767089844],[71.8140869140625],[72.46736145019531],[66.57599639892578],[62.886444091796875],[72.15013122558594]
777,[67.77426147460938],[70.59048461914062],[71.3304214477539],[66.57599639892578],[61.796993255615234],[70.961181640625]
778,[68.8847885131836],[69.39921569824219],[70.22449493408203],[65.37543487548828],[60.652862548828125],[69.87283325195312]
779,[67.8055419921875],[67.12481689453125],[69.25074005126953],[65.4085464477539],[60.77516174316406],[68.9024658203125]
780,[66.67327117919922],[65.02226257324219],[68.27687072753906],[64.30693817138672],[59.74271011352539],[67.93182373046875]
781,[66.7308120727539],[64.16998291015625],[67.30286407470703],[64.43302917480469],[59.873409271240234],[66.96092224121094]
782,[66.79463958740234],[64.54259490966797],[67.47068786621094],[64.5179672241211],[59.93502426147461],[67.27481842041016]
783,[67.8824462890625],[63.62367630004883],[67.62875366210938],[64.61859130859375],[58.847049713134766],[66.1986083984375]
784,[67.87486267089844],[63.736141204833984],[67.76454162597656],[64.61859130859375],[58.890602111816406],[66.4197769165039]
785,[66.75357055664062],[63.82490539550781],[66.60234069824219],[64.61859130859375],[57.777408599853516],[65.22593688964844]
786,[65.6154556274414],[62.73183059692383],[65.47679138183594],[63.42435073852539],[57.90839385986328],[65.44593811035156]
787,[65.7153549194336],[63.92397689819336],[65.51791381835938],[62.28132629394531],[56.79539108276367],[64.25296783447266]
788,[64.6513900756836],[62.82394027709961],[64.52090454101562],[62.39417266845703],[55.74003982543945],[64.47178649902344]
789,[63.58382797241211],[61.663185119628906],[64.66958618164062],[62.565948486328125],[52.1945915222168],[64.5616683959961]
790,[62.52783203125],[61.693233489990234],[64.69379425048828],[62.6635856628418],[51.37075424194336],[64.67854309082031]
791,[62.67795944213867],[61.85792541503906],[64.82404327392578],[62.6635856628418],[51.7713737487793],[64.67854309082031]
792,[62.751441955566406],[61.93703079223633],[63.6690559387207],[61.475074768066406],[53.2372932434082],[63.39572525024414]
793,[62.779415130615234],[61.93703079223633],[62.548133850097656],[60.337791442871094],[54.3970947265625],[62.2158088684082]
794,[61.65131759643555],[60.76927947998047],[61.45502853393555],[60.450435638427734],[54.33784484863281],[61.129398345947266]
795,[61.700653076171875],[59.626312255859375],[61.611454010009766],[59.44178009033203],[53.047245025634766],[61.43380355834961]
796,[59.41753005981445],[58.574214935302734],[59.491416931152344],[58.39657974243164],[53.00617599487305],[59.082828521728516]
797,[59.60099411010742],[57.599727630615234],[59.636627197265625],[58.509521484375],[51.891571044921875],[59.39785385131836]
798,[60.81687927246094],[56.62522506713867],[60.83061218261719],[57.49971008300781],[52.0274772644043],[58.29746627807617]
799,[61.89211654663086],[55.65070724487305],[62.209224700927734],[57.62397003173828],[52.09292221069336],[59.8908805847168]
800,[61.85762405395508],[55.82696533203125],[62.15480422973633],[56.52961349487305],[54.40068817138672],[59.877044677734375]
801,[61.8015022277832],[58.223114013671875],[62.00640106201172],[57.83430480957031],[56.50248336791992],[59.90646743774414]
802,[61.773189544677734],[59.38715744018555],[61.88371658325195],[57.869590759277344],[57.519004821777344],[59.79386520385742]
803,[62.855342864990234],[60.35631561279297],[63.043888092041016],[57.88219451904297],[56.21475601196289],[59.79386520385742]
804,[62.83675003051758],[61.304134368896484],[63.01639175415039],[57.78953170776367],[57.165279388427734],[58.52177810668945]
805,[62.8065071105957],[60.03274154663086],[62.98817443847656],[57.78953170776367],[55.96916580200195],[58.620540618896484]
806,[61.65131759643555],[59.885887145996094],[61.71289825439453],[57.78953170776367],[57.165279388427734],[57.433990478515625]
807,[60.54716873168945],[59.892520904541016],[60.594627380371094],[57.78953170776367],[55.96916580200195],[58.912139892578125]
808,[60.66062545776367],[58.807533264160156],[60.6345329284668],[57.78953170776367],[56.0267448425293],[58.898338317871094]
809,[60.73847579956055],[58.83156204223633],[60.78004455566406],[58.97990417480469],[56.0087890625],[57.659324645996094]
810,[60.76834487915039],[57.75107955932617],[60.90355682373047],[58.941043853759766],[57.213016510009766],[57.644386291503906]
811,[60.76834487915039],[57.8517951965332],[60.90355682373047],[58.8566780090332],[57.1959114074707],[56.458740234375]
812,[59.6346549987793],[56.772705078125],[59.75598907470703],[58.762577056884766],[58.25499725341797],[56.66801071166992]
813,[59.688472747802734],[56.8724365234375],[59.77759552001953],[57.583457946777344],[58.17506408691406],[55.48324203491211]
814,[58.58618927001953],[56.94752883911133],[58.6600341796875],[57.62397766113281],[58.12273025512695],[54.42217254638672]
815,[58.68449783325195],[57.01563262939453],[58.79882049560547],[56.52961349487305],[56.88279342651367],[53.337955474853516]
816,[57.580379486083984],[55.866397857666016],[57.68223571777344],[56.65449523925781],[55.74003982543945],[53.63087463378906]
817,[57.6818962097168],[55.893489837646484],[57.81987380981445],[56.728843688964844],[55.863040924072266],[52.55549240112305]
818,[56.57621383666992],[54.8162956237793],[56.70405197143555],[55.641761779785156],[56.0087890625],[51.49559020996094]
819,[56.68064498901367],[53.76739501953125],[56.8406982421875],[54.520755767822266],[56.0871696472168],[50.41253662109375]
820,[54.380130767822266],[52.72707748413086],[54.603729248046875],[54.6374397277832],[54.920440673828125],[46.888919830322266]
821,[53.4001579284668],[52.8983268737793],[54.747413635253906],[53.62309646606445],[54.96528244018555],[42.3002815246582]
822,[51.199623107910156],[51.88251495361328],[53.65639877319336],[52.58598709106445],[53.85187911987305],[38.03767395019531]
823,[47.86703872680664],[47.4248161315918],[52.76585006713867],[52.70555114746094],[52.79674530029297],[34.102237701416016]
824,[43.420654296875],[40.064361572265625],[50.567081451416016],[50.533721923828125],[46.71372604370117],[29.088851928710938]
825,[39.31956481933594],[35.28154373168945],[47.41577911376953],[47.24222946166992],[40.994571685791016],[28.08368682861328]
826,[35.37749481201172],[32.557281494140625],[46.46272659301758],[46.3594970703125],[42.10245895385742],[27.68710708618164]
827,[34.01511001586914],[29.595617294311523],[45.58287048339844],[45.598758697509766],[40.49713134765625],[27.045696258544922]
828,[32.189693450927734],[30.369709014892578],[43.657020568847656],[43.60735321044922],[41.12049102783203],[26.151412963867188]
829,[32.7844352722168],[29.248720169067383],[43.84294891357422],[43.876502990722656],[37.57394027709961],[25.17938804626465]
830,[32.93376922607422],[29.601167678833008],[42.83122253417969],[42.90548324584961],[38.01795196533203],[24.204444885253906]
831,[31.73557472229004],[28.35703468322754],[43.08018112182617],[43.13359069824219],[38.240074157714844],[25.63497543334961]
832,[31.913801193237305],[27.341833114624023],[40.785064697265625],[40.83287048339844],[39.712467193603516],[29.12360954284668]
833,[31.971654891967773],[28.863689422607422],[39.811622619628906],[39.84143829345703],[37.21696853637695],[29.1214599609375]
834,[30.740514755249023],[28.727741241455078],[39.90509033203125],[40.048301696777344],[37.29531478881836],[28.830223083496094]
835,[30.925708770751953],[28.75298500061035],[40.132659912109375],[40.284584045410156],[39.74236297607422],[28.570615768432617]
836,[30.982683181762695],[27.417743682861328],[40.234886169433594],[40.36925506591797],[39.811851501464844],[27.347946166992188]
837,[29.74424934387207],[27.62897300720215],[41.40795135498047],[40.36925506591797],[42.02043914794922],[27.45376205444336]
838,[29.935388565063477],[27.647085189819336],[43.66446304321289],[39.171695709228516],[44.04188919067383],[28.716270446777344]
839,[31.243032455444336],[27.705467224121094],[44.694801330566406],[40.45735168457031],[45.01540756225586],[27.508045196533203]
840,[31.0970516204834],[30.250370025634766],[44.52149963378906],[41.63864517211914],[44.70192337036133],[28.736907958984375]
841,[33.48460388183594],[31.160608291625977],[44.29883575439453],[42.7818489074707],[44.460933685302734],[30.994915008544922]
842,[36.70298767089844],[35.65380096435547],[45.355018615722656],[46.14838409423828],[44.37290954589844],[32.09587478637695]
843,[37.51333236694336],[37.451988220214844],[46.465187072753906],[46.96974182128906],[44.37290954589844],[31.841102600097656]
844,[38.352264404296875],[39.217681884765625],[47.545379638671875],[47.787635803222656],[44.37290954589844],[33.966827392578125]
845,[40.39545440673828],[39.932647705078125],[47.39068603515625],[47.38495635986328],[44.37290954589844],[33.76360321044922]
846,[41.29734420776367],[41.87176513671875],[47.26114273071289],[47.22850036621094],[44.37290954589844],[33.626094818115234]
847,[42.230709075927734],[43.83253860473633],[49.45488739013672],[49.51755142211914],[45.53954315185547],[35.840877532958984]
848,[43.16988754272461],[44.72551727294922],[49.39136505126953],[49.391807556152344],[45.49983596801758],[35.70811462402344]
849,[44.15046310424805],[44.50054168701172],[48.18949508666992],[48.06336212158203],[45.4344596862793],[35.56999969482422]
850,[45.13126754760742],[45.46149826049805],[48.01054763793945],[47.96134948730469],[45.3473014831543],[37.78436279296875]
851,[46.11240005493164],[48.61653518676758],[48.034568786621094],[46.8569450378418],[48.715301513671875],[38.832279205322266]
852,[48.18844985961914],[49.64218521118164],[51.57136535644531],[48.17927169799805],[51.820438385009766],[40.97822189331055]
853,[49.1299934387207],[49.43190383911133],[52.615142822265625],[48.17878723144531],[52.8514289855957],[40.66984558105469]
854,[48.97066879272461],[49.22349166870117],[52.51643371582031],[48.193389892578125],[52.540462493896484],[39.20527267456055]
855,[48.83823776245117],[50.29126739501953],[52.184226989746094],[48.109947204589844],[52.25456237792969],[36.58259201049805]
856,[51.0362434387207],[51.37653732299805],[52.07516098022461],[51.66966247558594],[52.17426681518555],[35.64623260498047]
857,[52.04159927368164],[52.399070739746094],[52.07516098022461],[51.501686096191406],[52.17426681518555],[37.25510025024414]
858,[51.938655853271484],[52.28760528564453],[52.07516098022461],[52.45451354980469],[52.17426681518555],[37.393707275390625]
859,[51.81631088256836],[53.277130126953125],[53.22309112548828],[52.13225555419922],[53.309268951416016],[39.806480407714844]
860,[52.90144729614258],[53.21729278564453],[53.19491195678711],[53.242305755615234],[53.287445068359375],[41.92302322387695]
861,[52.85349655151367],[54.26045608520508],[54.312740325927734],[54.288387298583984],[54.35295867919922],[42.902442932128906]
862,[52.81081008911133],[54.20136642456055],[54.177764892578125],[54.164085388183594],[54.26338577270508],[44.89020538330078]
863,[52.77261734008789],[54.12866973876953],[55.29613494873047],[55.18168640136719],[55.32697296142578],[44.576271057128906]
864,[52.772621154785156],[55.194820404052734],[55.16033172607422],[55.043426513671875],[55.24009323120117],[41.85285568237305]
865,[52.772621154785156],[56.2988395690918],[56.27950668334961],[54.96509552001953],[55.18537521362305],[45.53537368774414]
866,[52.772621154785156],[56.231101989746094],[56.14268493652344],[54.876277923583984],[55.1079216003418],[46.61788558959961]
867,[52.772621154785156],[54.95510482788086],[54.970619201660156],[54.876277923583984],[55.1079216003418],[47.750099182128906]
